id_viagem,id_veiculo,regiao,data_viagem,km_rodado,custo_combustivel,custo_pedagio,faturamento_viagem,custo_total,margem
VEI-004-202508-011,VEI-004,Sul,2025-08-05,274.8,501.28,88.97,3642.32,590.25,3052.07
VEI-004-202508-012,VEI-004,Sul,2025-08-10,412.2,774.66,112.66,5148.84,887.3199999999999,4261.52
VEI-004-202508-013,VEI-004,Sul,2025-08-13,315.8,540.21,82.07,2585.35,622.28,1963.07
VEI-004-202508-014,VEI-004,Sul,2025-08-05,441.8,801.33,118.8,6461.53,920.13,5541.4
VEI-004-202508-015,VEI-004,Sul,2025-08-26,309.2,586.41,105.89,2594.73,692.3,1902.43
VEI-004-202508-016,VEI-004,Sul,2025-08-02,312.2,570.88,56.63,4000.11,627.51,3372.6000000000004
VEI-004-202508-017,VEI-004,Sul,2025-08-08,392.6,717.56,96.06,3711.89,813.6199999999999,2898.27
VEI-004-202508-018,VEI-004,Sul,2025-08-16,286.2,522.19,73.44,2428.46,595.6300000000001,1832.83
VEI-004-202508-019,VEI-004,Sul,2025-08-26,325.5,607.21,74.47,4536.73,681.6800000000001,3855.0499999999993
VEI-004-202508-020,VEI-004,Sul,2025-08-15,400.3,690.99,110.39,3484.92,801.38,2683.54
VEI-004-202508-021,VEI-004,Sul,2025-08-12,233.3,378.56,59.0,1997.04,437.56,1559.48
VEI-004-202508-022,VEI-004,Sul,2025-08-21,415.4,730.61,69.53,3611.63,800.14,2811.4900000000002
VEI-004-202508-023,VEI-004,Sul,2025-08-06,416.2,766.37,113.11,2768.24,879.48,1888.7599999999998
VEI-004-202508-024,VEI-004,Sul,2025-08-22,499.4,878.07,155.02,3018.05,1033.0900000000001,1984.96
VEI-004-202508-025,VEI-004,Sul,2025-08-22,319.8,680.94,96.61,3539.45,777.5500000000001,2761.8999999999996
VEI-004-202508-026,VEI-004,Sul,2025-08-26,353.1,688.56,66.7,3296.22,755.26,2540.96
VEI-004-202509-000,VEI-004,Sul,2025-09-19,285.1,436.92,67.89,3202.65,504.81,2697.84
VEI-004-202509-001,VEI-004,Sul,2025-09-07,289.7,450.6,78.64,2570.66,529.24,2041.4199999999998
VEI-004-202509-002,VEI-004,Sul,2025-09-16,354.6,595.76,121.9,3594.12,717.66,2876.46
VEI-004-202509-003,VEI-004,Sul,2025-09-23,381.4,659.4,105.78,4593.36,765.18,3828.18
VEI-004-202509-004,VEI-004,Sul,2025-09-24,210.1,384.71,50.19,2431.92,434.9,1997.02
VEI-004-202509-005,VEI-004,Sul,2025-09-19,352.0,593.94,86.46,3785.62,680.4000000000001,3105.22
VEI-004-202509-006,VEI-004,Sul,2025-09-19,129.6,203.63,27.08,1060.49,230.70999999999998,829.78
VEI-004-202509-007,VEI-004,Sul,2025-09-22,271.1,477.65,92.1,3475.85,569.75,2906.1
VEI-004-202509-008,VEI-004,Sul,2025-09-06,279.6,572.75,88.42,2700.4,661.17,2039.23
VEI-004-202509-009,VEI-004,Sul,2025-09-23,494.4,1004.6,171.61,3960.78,1176.21,2784.57
VEI-004-202509-010,VEI-004,Sul,2025-09-10,404.5,671.92,131.74,3806.36,803.66,3002.7000000000003
VEI-004-202509-011,VEI-004,Sul,2025-09-19,423.2,738.58,146.5,5748.66,885.08,4863.58
VEI-004-202509-012,VEI-004,Sul,2025-09-01,381.9,570.43,70.73,4241.65,641.16,3600.49
VEI-004-202509-013,VEI-004,Sul,2025-09-01,386.9,634.14,79.65,3279.95,713.79,2566.16
VEI-004-202509-014,VEI-004,Sul,2025-09-26,291.3,483.5,88.96,3232.58,572.46,2660.12
VEI-004-202509-015,VEI-004,Sul,2025-09-27,350.3,575.19,77.85,3571.11,653.0400000000001,2918.07
VEI-004-202509-016,VEI-004,Sul,2025-09-21,323.3,550.88,101.42,3159.9,652.3,2507.6000000000004
VEI-004-202509-017,VEI-004,Sul,2025-09-12,317.2,591.17,64.4,3369.73,655.5699999999999,2714.16
VEI-004-202509-018,VEI-004,Sul,2025-09-25,454.2,761.72,152.59,4688.1,914.3100000000001,3773.7900000000004
VEI-004-202509-019,VEI-004,Sul,2025-09-23,346.3,602.2,69.2,4757.77,671.4000000000001,4086.3700000000003
VEI-004-202509-020,VEI-004,Sul,2025-09-11,244.0,419.58,65.18,2145.41,484.76,1660.6499999999999
VEI-004-202509-021,VEI-004,Sul,2025-09-21,303.4,478.86,83.24,2990.51,562.1,2428.4100000000003
VEI-004-202509-022,VEI-004,Sul,2025-09-26,259.9,467.15,40.55,2647.31,507.7,2139.61
VEI-004-202509-023,VEI-004,Sul,2025-09-27,320.6,614.46,59.85,4339.26,674.3100000000001,3664.9500000000003
VEI-004-202509-024,VEI-004,Sul,2025-09-18,389.1,677.7,103.84,3541.66,781.5400000000001,2760.12
VEI-004-202509-025,VEI-004,Sul,2025-09-11,200.5,371.68,58.25,1551.07,429.93,1121.1399999999999
VEI-004-202509-026,VEI-004,Sul,2025-09-06,324.6,511.76,110.83,3455.35,622.59,2832.7599999999998
VEI-004-202509-027,VEI-004,Sul,2025-09-18,206.7,379.78,56.26,2564.2,436.03999999999996,2128.16
VEI-004-202509-028,VEI-004,Sul,2025-09-07,409.5,758.34,67.86,5670.16,826.2,4843.96
VEI-004-202509-029,VEI-004,Sul,2025-09-21,345.5,704.55,107.46,5051.89,812.01,4239.88
VEI-004-202509-030,VEI-004,Sul,2025-09-06,367.0,659.41,88.27,4416.27,747.68,3668.5900000000006
VEI-004-202509-031,VEI-004,Sul,2025-09-08,331.1,553.49,94.36,4160.26,647.85,3512.4100000000003
VEI-004-202510-000,VEI-004,Sul,2025-10-14,385.5,652.73,111.42,3223.51,764.15,2459.36
VEI-004-202510-001,VEI-004,Sul,2025-10-08,437.8,728.25,86.03,5402.64,814.28,4588.360000000001
VEI-004-202510-002,VEI-004,Sul,2025-10-20,434.9,746.74,85.21,4776.97,831.95,3945.0200000000004
VEI-004-202510-003,VEI-004,Sul,2025-10-08,499.5,835.88,121.26,6227.83,957.14,5270.69
VEI-004-202510-004,VEI-004,Sul,2025-10-06,365.8,590.56,66.72,3229.35,657.28,2572.0699999999997
VEI-004-202510-005,VEI-004,Sul,2025-10-02,306.3,554.74,95.52,4239.27,650.26,3589.01
VEI-004-202510-006,VEI-004,Sul,2025-10-07,367.2,641.21,125.9,4712.92,767.11,3945.81
VEI-004-202510-007,VEI-004,Sul,2025-10-15,299.3,469.04,66.98,2423.43,536.02,1887.4099999999999
VEI-004-202510-008,VEI-004,Sul,2025-10-25,317.5,658.45,64.0,3840.83,722.45,3118.38
VEI-004-202510-009,VEI-004,Sul,2025-10-04,305.7,474.58,68.91,3815.97,543.49,3272.4799999999996
VEI-004-202510-010,VEI-004,Sul,2025-10-02,298.4,581.36,102.05,4260.03,683.41,3576.62
VEI-004-202510-011,VEI-004,Sul,2025-10-11,429.4,734.61,129.41,5879.79,864.02,5015.77
VEI-004-202510-012,VEI-004,Sul,2025-10-19,248.4,411.53,48.1,2634.39,459.63,2174.7599999999998
VEI-004-202510-013,VEI-004,Sul,2025-10-04,356.2,658.02,96.39,4021.35,754.41,3266.94
VEI-004-202510-014,VEI-004,Sul,2025-10-02,381.3,726.53,78.48,4197.06,805.01,3392.05
VEI-004-202510-015,VEI-004,Sul,2025-10-10,300.8,527.24,53.52,2217.79,580.76,1637.03
VEI-004-202510-016,VEI-004,Sul,2025-10-16,328.1,498.76,96.15,2475.39,594.91,1880.48
VEI-004-202510-017,VEI-004,Sul,2025-10-10,319.7,575.69,106.08,3234.09,681.7700000000001,2552.32
VEI-004-202510-018,VEI-004,Sul,2025-10-16,219.0,436.78,68.21,2018.32,504.98999999999995,1513.33
VEI-004-202510-019,VEI-004,Sul,2025-10-24,287.9,487.36,99.33,2434.86,586.69,1848.17
VEI-004-202510-020,VEI-004,Sul,2025-10-15,372.5,732.8,125.5,3785.32,858.3,2927.0200000000004
VEI-004-202510-021,VEI-004,Sul,2025-10-01,397.8,673.05,134.19,3809.45,807.24,3002.21
VEI-004-202510-022,VEI-004,Sul,2025-10-09,219.8,377.04,55.77,1762.28,432.81,1329.47
VEI-004-202510-023,VEI-004,Sul,2025-10-09,111.7,204.36,30.39,1214.08,234.75,979.3299999999999
VEI-004-202511-000,VEI-004,Sul,2025-11-14,228.8,418.11,48.84,1721.96,466.95000000000005,1255.01
VEI-004-202511-001,VEI-004,Sul,2025-11-03,289.3,532.41,56.72,2608.94,589.13,2019.81
VEI-004-202511-002,VEI-004,Sul,2025-11-17,361.6,669.6,82.2,4147.15,751.8000000000001,3395.3499999999995
VEI-004-202511-003,VEI-004,Sul,2025-11-26,435.1,796.24,110.53,6097.09,906.77,5190.32
VEI-004-202511-004,VEI-004,Sul,2025-11-13,287.1,473.52,60.93,3997.91,534.4499999999999,3463.46
VEI-004-202511-005,VEI-004,Sul,2025-11-16,301.6,651.14,86.14,3091.93,737.28,2354.6499999999996
VEI-004-202511-006,VEI-004,Sul,2025-11-06,298.7,540.0,96.14,2729.36,636.14,2093.2200000000003
VEI-004-202511-007,VEI-004,Sul,2025-11-05,358.3,582.17,84.45,4493.42,666.62,3826.8
VEI-004-202511-008,VEI-004,Sul,2025-11-18,402.7,709.37,100.53,4207.82,809.9,3397.9199999999996
VEI-004-202511-009,VEI-004,Sul,2025-11-25,278.5,455.4,46.08,2125.13,501.47999999999996,1623.65
VEI-004-202511-010,VEI-004,Sul,2025-11-07,171.7,317.17,34.01,1541.26,351.18,1190.08
VEI-004-202511-011,VEI-004,Sul,2025-11-26,482.3,830.81,118.55,4301.07,949.3599999999999,3351.71
VEI-004-202511-012,VEI-004,Sul,2025-11-18,316.0,571.17,90.55,1861.56,661.7199999999999,1199.8400000000001
VEI-004-202511-013,VEI-004,Sul,2025-11-04,352.6,539.44,105.86,3830.92,645.3000000000001,3185.62
VEI-004-202511-014,VEI-004,Sul,2025-11-23,270.3,487.54,50.74,2179.74,538.28,1641.4599999999998
VEI-004-202511-015,VEI-004,Sul,2025-11-16,346.6,623.25,102.43,2895.54,725.6800000000001,2169.8599999999997
VEI-004-202511-016,VEI-004,Sul,2025-11-06,441.4,859.91,111.05,6064.52,970.9599999999999,5093.56
VEI-004-202511-017,VEI-004,Sul,2025-11-07,310.4,594.22,100.24,3521.7,694.46,2827.24
VEI-004-202511-018,VEI-004,Sul,2025-11-02,354.8,612.6,61.55,3200.95,674.15,2526.7999999999997
VEI-004-202511-019,VEI-004,Sul,2025-11-01,294.2,504.61,49.89,1651.03,554.5,1096.53
VEI-004-202511-020,VEI-004,Sul,2025-11-23,212.7,352.28,53.52,2394.19,405.79999999999995,1988.39
VEI-004-202511-021,VEI-004,Sul,2025-11-21,445.7,731.52,80.75,6484.1,812.27,5671.83
VEI-004-202511-022,VEI-004,Sul,2025-11-03,346.2,760.92,96.88,2603.21,857.8,1745.41
VEI-004-202511-023,VEI-004,Sul,2025-11-08,249.3,465.19,74.64,2573.04,539.83,2033.21
VEI-004-202511-024,VEI-004,Sul,2025-11-24,489.3,808.31,116.35,5522.46,924.66,4597.8
VEI-004-202511-025,VEI-004,Sul,2025-11-03,338.8,610.02,106.5,2589.53,716.52,1873.0100000000002
VEI-004-202511-026,VEI-004,Sul,2025-11-21,365.3,699.05,111.83,4310.96,810.88,3500.08
VEI-004-202511-027,VEI-004,Sul,2025-11-07,487.9,754.89,99.47,6427.06,854.36,5572.700000000001
VEI-004-202511-028,VEI-004,Sul,2025-11-22,400.4,700.42,105.01,3254.87,805.43,2449.44
VEI-004-202511-029,VEI-004,Sul,2025-11-09,428.2,811.41,69.58,4939.97,880.99,4058.9800000000005
VEI-004-202511-030,VEI-004,Sul,2025-11-10,442.0,723.55,119.71,4019.65,843.26,3176.3900000000003
VEI-004-202512-000,VEI-004,Sul,2025-12-26,473.0,900.95,86.43,5670.75,987.3800000000001,4683.37
VEI-004-202512-001,VEI-004,Sul,2025-12-05,341.6,667.19,95.1,4087.14,762.2900000000001,3324.85
VEI-004-202512-002,VEI-004,Sul,2025-12-21,291.2,523.11,94.68,2895.43,617.79,2277.64
VEI-004-202512-003,VEI-004,Sul,2025-12-22,289.4,508.04,49.47,3586.96,557.51,3029.45
VEI-004-202512-004,VEI-004,Sul,2025-12-07,378.7,730.0,95.57,4391.87,825.5699999999999,3566.3
VEI-004-202512-005,VEI-004,Sul,2025-12-05,293.5,560.64,100.47,4223.37,661.11,3562.2599999999998
VEI-004-202512-006,VEI-004,Sul,2025-12-03,367.6,842.19,90.29,3618.55,932.48,2686.07
VEI-004-202512-007,VEI-004,Sul,2025-12-09,407.2,746.58,117.82,4797.38,864.4000000000001,3932.98
VEI-004-202512-008,VEI-004,Sul,2025-12-27,298.8,547.35,47.24,3032.26,594.59,2437.67
VEI-004-202512-009,VEI-004,Sul,2025-12-13,360.1,590.05,61.73,4623.96,651.78,3972.1800000000003
VEI-004-202512-010,VEI-004,Sul,2025-12-17,392.7,658.34,121.79,4368.86,780.13,3588.7299999999996
VEI-004-202512-011,VEI-004,Sul,2025-12-02,337.1,637.7,54.79,3399.36,692.49,2706.87
VEI-004-202512-012,VEI-004,Sul,2025-12-08,361.9,688.08,87.5,3351.49,775.58,2575.91
VEI-004-202512-013,VEI-004,Sul,2025-12-23,263.6,476.84,54.95,2291.25,531.79,1759.46
VEI-004-202512-014,VEI-004,Sul,2025-12-24,308.7,489.19,90.53,3474.51,579.72,2894.79
VEI-004-202512-015,VEI-004,Sul,2025-12-03,325.9,561.46,88.92,3193.25,650.38,2542.87
VEI-004-202512-016,VEI-004,Sul,2025-12-06,298.3,567.49,93.63,3169.87,661.12,2508.75
VEI-004-202512-017,VEI-004,Sul,2025-12-10,231.7,424.87,68.21,2991.98,493.08,2498.9
VEI-004-202512-018,VEI-004,Sul,2025-12-19,202.1,365.51,33.31,1959.5,398.82,1560.68
VEI-004-202512-019,VEI-004,Sul,2025-12-09,289.0,501.48,74.55,1943.62,576.03,1367.59
VEI-004-202512-020,VEI-004,Sul,2025-12-09,320.6,583.02,51.33,3035.25,634.35,2400.9
VEI-004-202512-021,VEI-004,Sul,2025-12-23,389.6,721.95,123.71,4222.46,845.6600000000001,3376.8
VEI-004-202512-022,VEI-004,Sul,2025-12-07,300.3,556.31,45.37,2687.04,601.68,2085.36
VEI-004-202512-023,VEI-004,Sul,2025-12-01,301.4,577.98,94.38,3073.68,672.36,2401.3199999999997
VEI-004-202512-024,VEI-004,Sul,2025-12-03,427.7,743.72,77.24,6070.5,820.96,5249.54
VEI-004-202512-025,VEI-004,Sul,2025-12-13,498.0,783.89,144.32,4452.13,928.21,3523.92
VEI-004-202512-026,VEI-004,Sul,2025-12-07,535.1,929.56,83.12,4795.06,1012.68,3782.3800000000006
VEI-004-202512-027,VEI-004,Sul,2025-12-22,349.5,743.94,89.7,3389.27,833.6400000000001,2555.63
VEI-004-202512-028,VEI-004,Sul,2025-12-17,353.0,641.26,87.34,4128.96,728.6,3400.36
VEI-004-202512-029,VEI-004,Sul,2025-12-12,145.9,246.92,25.47,1466.96,272.39,1194.5700000000002
VEI-004-202512-030,VEI-004,Sul,2025-12-07,441.7,766.37,71.11,2516.61,837.48,1679.13
VEI-004-202512-031,VEI-004,Sul,2025-12-22,294.4,513.25,89.57,3861.29,602.8199999999999,3258.4700000000003
VEI-004-202512-032,VEI-004,Sul,2025-12-20,194.7,415.01,48.64,2021.49,463.65,1557.8400000000001
VEI-004-202512-033,VEI-004,Sul,2025-12-11,289.3,518.56,92.39,3987.24,610.9499999999999,3376.29
VEI-004-202512-034,VEI-004,Sul,2025-12-08,304.8,546.72,98.16,2693.44,644.88,2048.56
VEI-004-202512-035,VEI-004,Sul,2025-12-12,468.7,944.8,137.75,3699.86,1082.55,2617.3100000000004
VEI-005-202501-000,VEI-005,Sul,2025-01-06,441.9,731.9,118.72,5585.57,850.62,4734.95
VEI-005-202501-001,VEI-005,Sul,2025-01-27,306.7,559.53,66.51,3792.35,626.04,3166.31
VEI-005-202501-002,VEI-005,Sul,2025-01-21,219.6,388.14,70.96,1938.35,459.09999999999997,1479.25
VEI-005-202501-003,VEI-005,Sul,2025-01-26,228.1,393.25,45.01,2566.71,438.26,2128.45
VEI-005-202501-004,VEI-005,Sul,2025-01-11,280.8,467.32,47.13,2904.8,514.45,2390.3500000000004
VEI-005-202501-005,VEI-005,Sul,2025-01-08,251.8,406.02,69.93,2378.56,475.95,1902.61
VEI-005-202501-006,VEI-005,Sul,2025-01-15,373.4,639.06,120.04,3512.98,759.0999999999999,2753.88
VEI-005-202501-007,VEI-005,Sul,2025-01-12,511.3,960.9,112.03,4703.74,1072.93,3630.8099999999995
VEI-005-202501-008,VEI-005,Sul,2025-01-06,162.7,297.98,46.23,1444.69,344.21000000000004,1100.48
VEI-005-202501-009,VEI-005,Sul,2025-01-14,236.8,416.92,72.14,2315.84,489.06,1826.7800000000002
VEI-005-202501-010,VEI-005,Sul,2025-01-03,307.6,639.68,82.44,3697.28,722.1199999999999,2975.1600000000003
VEI-005-202501-011,VEI-005,Sul,2025-01-24,385.3,627.97,98.44,3305.06,726.4100000000001,2578.6499999999996
VEI-005-202501-012,VEI-005,Sul,2025-01-10,301.3,522.24,105.09,2795.51,627.33,2168.1800000000003
VEI-005-202501-013,VEI-005,Sul,2025-01-04,381.6,692.64,110.83,4015.04,803.47,3211.5699999999997
VEI-005-202501-014,VEI-005,Sul,2025-01-13,381.6,671.87,73.7,3847.24,745.57,3101.6699999999996
VEI-005-202501-015,VEI-005,Sul,2025-01-11,371.7,678.05,120.27,3595.17,798.3199999999999,2796.8500000000004
VEI-005-202501-016,VEI-005,Sul,2025-01-08,482.1,811.82,91.85,5517.1,903.6700000000001,4613.43
VEI-005-202501-017,VEI-005,Sul,2025-01-22,260.7,434.73,66.77,3259.3,501.5,2757.8
VEI-005-202501-018,VEI-005,Sul,2025-01-06,336.0,540.01,79.09,2989.21,619.1,2370.11
VEI-005-202501-019,VEI-005,Sul,2025-01-13,133.7,251.86,22.6,1268.9,274.46000000000004,994.44
VEI-005-202501-020,VEI-005,Sul,2025-01-20,288.8,440.07,48.79,2748.26,488.86,2259.4
VEI-005-202501-021,VEI-005,Sul,2025-01-08,283.7,450.97,81.84,2320.86,532.8100000000001,1788.0500000000002
VEI-005-202501-022,VEI-005,Sul,2025-01-27,179.5,341.71,55.97,1424.17,397.67999999999995,1026.4900000000002
VEI-005-202501-023,VEI-005,Sul,2025-01-17,492.4,878.97,114.54,5126.8,993.51,4133.29
VEI-005-202501-024,VEI-005,Sul,2025-01-21,589.0,968.03,161.58,6774.88,1129.61,5645.27
VEI-005-202501-025,VEI-005,Sul,2025-01-05,240.3,410.64,63.98,2652.0,474.62,2177.38
VEI-005-202501-026,VEI-005,Sul,2025-01-26,413.2,673.91,124.33,3866.57,798.24,3068.33
VEI-005-202501-027,VEI-005,Sul,2025-01-01,383.6,676.41,74.91,3554.73,751.3199999999999,2803.41
VEI-005-202501-028,VEI-005,Sul,2025-01-26,405.6,694.89,107.72,4078.09,802.61,3275.48
VEI-005-202501-029,VEI-005,Sul,2025-01-02,260.3,437.76,48.86,3313.95,486.62,2827.33
VEI-005-202502-000,VEI-005,Sul,2025-02-19,373.9,678.39,113.2,4349.13,791.59,3557.54
VEI-005-202502-001,VEI-005,Sul,2025-02-24,259.7,400.61,65.88,2532.05,466.49,2065.5600000000004
VEI-005-202502-002,VEI-005,Sul,2025-02-26,458.7,738.76,135.27,4585.59,874.03,3711.5600000000004
VEI-005-202502-003,VEI-005,Sul,2025-02-19,405.9,643.36,124.56,4280.39,767.9200000000001,3512.4700000000003
VEI-005-202502-004,VEI-005,Sul,2025-02-05,299.4,523.59,57.52,3599.77,581.11,3018.66
VEI-005-202502-005,VEI-005,Sul,2025-02-17,308.8,519.42,85.53,3674.67,604.9499999999999,3069.7200000000003
VEI-005-202502-006,VEI-005,Sul,2025-02-15,251.2,371.7,76.32,2418.35,448.02,1970.33
VEI-005-202502-007,VEI-005,Sul,2025-02-11,339.6,636.41,111.56,2571.78,747.97,1823.8100000000002
VEI-005-202502-008,VEI-005,Sul,2025-02-17,268.7,427.8,93.79,3373.07,521.59,2851.48
VEI-005-202502-009,VEI-005,Sul,2025-02-11,387.2,721.99,71.4,2927.19,793.39,2133.8
VEI-005-202502-010,VEI-005,Sul,2025-02-01,349.1,611.92,107.68,2834.91,719.5999999999999,2115.31
VEI-005-202502-011,VEI-005,Sul,2025-02-06,242.7,408.03,82.48,2005.39,490.51,1514.88
VEI-005-202502-012,VEI-005,Sul,2025-02-22,349.5,567.47,63.15,3063.53,630.62,2432.9100000000003
VEI-005-202502-013,VEI-005,Sul,2025-02-13,331.7,641.64,56.48,3908.9,698.12,3210.78
VEI-005-202502-014,VEI-005,Sul,2025-02-20,172.0,316.38,39.73,1603.89,356.11,1247.7800000000002
VEI-005-202502-015,VEI-005,Sul,2025-02-18,328.6,662.94,102.94,3666.7,765.8800000000001,2900.8199999999997
VEI-005-202502-016,VEI-005,Sul,2025-02-21,245.2,414.86,73.63,2021.0,488.49,1532.51
VEI-005-202502-017,VEI-005,Sul,2025-02-11,386.9,698.01,119.04,3200.81,817.05,2383.76
VEI-005-202502-018,VEI-005,Sul,2025-02-18,333.5,630.74,86.04,3015.9,716.78,2299.12
VEI-005-202502-019,VEI-005,Sul,2025-02-10,348.8,624.43,82.42,3406.54,706.8499999999999,2699.69
VEI-005-202502-020,VEI-005,Sul,2025-02-03,327.7,575.86,57.56,3164.95,633.4200000000001,2531.5299999999997
VEI-005-202502-021,VEI-005,Sul,2025-02-06,336.0,647.33,67.41,2750.08,714.74,2035.34
VEI-005-202502-022,VEI-005,Sul,2025-02-09,391.5,620.94,132.38,4133.67,753.32,3380.35
VEI-005-202502-023,VEI-005,Sul,2025-02-12,400.2,700.94,130.95,3688.6,831.8900000000001,2856.71
VEI-005-202502-024,VEI-005,Sul,2025-02-05,387.2,764.61,72.69,3843.7,837.3,3006.3999999999996
VEI-005-202502-025,VEI-005,Sul,2025-02-11,208.8,313.34,37.34,2007.52,350.67999999999995,1656.8400000000001
VEI-005-202502-026,VEI-005,Sul,2025-02-17,365.1,700.13,60.24,3114.05,760.37,2353.6800000000003
VEI-005-202502-027,VEI-005,Sul,2025-02-14,311.6,549.19,75.24,3382.14,624.4300000000001,2757.71
VEI-005-202502-028,VEI-005,Sul,2025-02-11,457.7,680.7,152.37,5004.03,833.07,4170.96
VEI-005-202502-029,VEI-005,Sul,2025-02-27,411.3,712.86,115.68,3593.08,828.54,2764.54
VEI-005-202502-030,VEI-005,Sul,2025-02-14,239.7,419.99,72.88,2413.74,492.87,1920.87
VEI-005-202502-031,VEI-005,Sul,2025-02-18,379.7,727.31,100.84,4976.27,828.15,4148.120000000001
VEI-005-202502-032,VEI-005,Sul,2025-02-04,280.9,546.8,63.63,3377.38,610.43,2766.9500000000003
VEI-005-202502-033,VEI-005,Sul,2025-02-14,435.0,796.59,145.53,3817.9,942.12,2875.78
VEI-005-202502-034,VEI-005,Sul,2025-02-14,454.7,726.75,131.9,4877.32,858.65,4018.6699999999996
VEI-005-202503-000,VEI-005,Sul,2025-03-08,262.1,479.13,58.47,2652.71,537.6,2115.11
VEI-005-202503-001,VEI-005,Sul,2025-03-27,337.5,604.29,111.52,3310.79,715.81,2594.98
VEI-005-202503-002,VEI-005,Sul,2025-03-17,362.3,634.04,65.41,3075.0,699.4499999999999,2375.55
VEI-005-202503-003,VEI-005,Sul,2025-03-08,369.1,537.25,84.18,3353.08,621.4300000000001,2731.6499999999996
VEI-005-202503-004,VEI-005,Sul,2025-03-01,378.4,685.97,88.31,3263.18,774.28,2488.8999999999996
VEI-005-202503-005,VEI-005,Sul,2025-03-03,294.6,503.8,70.98,3501.34,574.78,2926.5600000000004
VEI-005-202503-006,VEI-005,Sul,2025-03-20,310.4,547.79,91.21,3153.86,639.0,2514.86
VEI-005-202503-007,VEI-005,Sul,2025-03-26,266.2,422.2,55.89,2269.75,478.09,1791.66
VEI-005-202503-008,VEI-005,Sul,2025-03-01,273.6,441.19,84.87,2505.0,526.06,1978.94
VEI-005-202503-009,VEI-005,Sul,2025-03-23,350.6,608.54,97.59,2489.64,706.13,1783.5099999999998
VEI-005-202503-010,VEI-005,Sul,2025-03-13,394.5,700.98,74.72,3375.01,775.7,2599.3100000000004
VEI-005-202503-011,VEI-005,Sul,2025-03-15,488.3,746.87,155.78,5444.26,902.65,4541.610000000001
VEI-005-202503-012,VEI-005,Sul,2025-03-17,343.7,610.53,101.0,3611.9,711.53,2900.37
VEI-005-202503-013,VEI-005,Sul,2025-03-08,264.1,460.11,84.11,2656.83,544.22,2112.6099999999997
VEI-005-202503-014,VEI-005,Sul,2025-03-01,263.7,470.56,57.09,2602.02,527.65,2074.37
VEI-005-202503-015,VEI-005,Sul,2025-03-18,549.4,940.42,83.78,5500.11,1024.2,4475.91
VEI-005-202503-016,VEI-005,Sul,2025-03-16,316.9,626.56,71.79,2093.75,698.3499999999999,1395.4
VEI-005-202503-017,VEI-005,Sul,2025-03-15,332.3,616.56,99.78,3920.78,716.3399999999999,3204.4400000000005
VEI-005-202503-018,VEI-005,Sul,2025-03-26,325.0,484.91,70.32,3547.99,555.23,2992.7599999999998
VEI-005-202503-019,VEI-005,Sul,2025-03-24,278.2,507.9,65.58,2870.99,573.48,2297.5099999999998
VEI-005-202503-020,VEI-005,Sul,2025-03-10,357.7,563.31,105.36,3650.47,668.67,2981.7999999999997
VEI-005-202503-021,VEI-005,Sul,2025-03-24,478.9,838.49,160.54,4682.36,999.03,3683.33
VEI-005-202503-022,VEI-005,Sul,2025-03-23,323.0,543.44,111.08,3618.52,654.5200000000001,2964.0
VEI-005-202503-023,VEI-005,Sul,2025-03-23,216.0,345.75,54.97,2016.44,400.72,1615.72
VEI-005-202504-000,VEI-005,Sul,2025-04-25,345.1,641.86,104.44,3926.46,746.3,3180.16
VEI-005-202504-001,VEI-005,Sul,2025-04-14,476.8,918.29,119.89,4030.15,1038.18,2991.9700000000003
VEI-005-202504-002,VEI-005,Sul,2025-04-05,312.9,553.65,92.96,4103.81,646.61,3457.2000000000003
VEI-005-202504-003,VEI-005,Sul,2025-04-08,328.4,542.43,111.7,2562.9,654.13,1908.77
VEI-005-202504-004,VEI-005,Sul,2025-04-15,356.4,659.97,77.64,4483.53,737.61,3745.9199999999996
VEI-005-202504-005,VEI-005,Sul,2025-04-17,366.5,651.69,128.28,3636.97,779.97,2857.0
VEI-005-202504-006,VEI-005,Sul,2025-04-13,335.2,638.31,95.09,3283.53,733.4,2550.13
VEI-005-202504-007,VEI-005,Sul,2025-04-05,417.4,749.79,104.23,4642.58,854.02,3788.56
VEI-005-202504-008,VEI-005,Sul,2025-04-23,383.9,641.09,123.51,4745.07,764.6,3980.47
VEI-005-202504-009,VEI-005,Sul,2025-04-08,363.1,662.58,97.15,3607.26,759.73,2847.53
VEI-005-202504-010,VEI-005,Sul,2025-04-18,384.6,628.77,64.41,2605.56,693.18,1912.38
VEI-005-202504-011,VEI-005,Sul,2025-04-18,488.1,1086.71,159.13,5592.29,1245.8400000000001,4346.45
VEI-005-202504-012,VEI-005,Sul,2025-04-25,236.6,381.79,59.32,2220.18,441.11,1779.0699999999997
VEI-005-202504-013,VEI-005,Sul,2025-04-22,288.5,437.89,96.47,1812.82,534.36,1278.46
VEI-005-202504-014,VEI-005,Sul,2025-04-17,466.6,806.19,156.3,6024.91,962.49,5062.42
VEI-005-202504-015,VEI-005,Sul,2025-04-09,227.3,411.74,34.65,2355.2,446.39,1908.81
VEI-005-202504-016,VEI-005,Sul,2025-04-22,346.5,631.93,81.24,3591.58,713.17,2878.41
VEI-005-202504-017,VEI-005,Sul,2025-04-06,426.2,790.39,127.94,4214.56,918.3299999999999,3296.2300000000005
